Name,Link,Phone No,Contact Address
Special Tours Wholesalers Ltd,http://www.stglobe.com,+44 2078771993  (p) +44 2078771994  (f),"Tower 42, 25 Old Broad Street LONDON EC2N 1HN United Kingdom"
speedevents.co.uk,http://info@speedevents.co.uk,+44 44(0)1753 650 009  (p),Pinewood Studios Pinewood Road Iver Heath Buckinghamshire SL0 0NH United Kingdom
SPICEJET,http://www.spicejet.com,+971 4 396 5186  (p) +971 4 396 5186  (f),Khalid Bin Al Waleed Road Next to Burjuman Metro Exit 1 Bur Dubai DUBAI - PB 21593 United Arab Emirates
SPICEJET,http://www.spicejet.com,+91 4 3965186  (p) +91 4 3965186  (f),"Khalid Bin Al Waleed Road Next to Burjuman Metro Exit 1 Bur Dubai Dubai, UAE - PB 21593 India"
"Spiceland Holidays, India",http://www.spicelandholidays.com,+91 4842369707  (p) +91 4842369712  (f),Suite 2 Saniya Plaza Rajaji Road Cochin Kerala 682 035 India
Sri Lanka Tourism Promotion Bureau,http://www.srilankatourism.org,+94 112426900  (p) +94 112440001  (f),"No 80, Galle Road,colombo -3,Srilanka Colombo 3 ASIA +94 Sri Lanka"
Sri Panwa Phuket,http://www.sripanwa.com,+66 76371000  (p) +66 76371004  (f),"88 Moo 8, Sakdidej Road, T. Vichit, A. Muang Phuket 83000, Thailand Phuket Thailand"
SRT TRAVEL & TOURS,http://srttravel.blogspot.com/,+60 60378740825  (p) +60 60378740825  (f),PETALING JAYA KUALA LUMPUR Malaysia
SSR TOUR,http://www.ssrtour.com.tr/,+82 +82 2-566-4820  (p),Jung Gu seoul South Korea
St. Carlos Medical Spa,http://www.stcarlos.com,+66 2975-6700  (p) +66 2975-6737  (f),"5/84 Moo 2, Tiwanon Road, Banklang, Muang, Pathumthani 12000 Pathumthani 12000 Thailand"
St. Regis Doha Hotel,http://www.stregisdoha.com/,+974 +974 4446 0000  (p),West Bay Doha Qatar
"St. Regis Saadiyat Island Resort, Abu Dhabi",http://www.stregissaadiyatisland.com,+971 24988888  (p) +971 24988889  (f),Saadiyat Island Abu Dhabi P.O. Box 5 United Arab Emirates
Stakeholder Relations ,,"",Dubai Dubai United Arab Emirates
Standard Tours Online,http://www.standardtoursonline.com,+20 226351100  (p) +20 226350790  (f),"182 Gesr El Suez St., Building 1 Heliopolis, Cairo Egypt 5321 Egypt"
Star Travel  -  VOLO d.o.o.,http://www.star-travel.si ,+386 12808022  (p) +386 12808023  (f),Vilharjev Podhod 22 Ljubljana 1000 Slovenia
Starhotels S.p.A.,http://www.starhotels.com/en/,+39 390229404004  (p) +39 3905536924  (f),"Viale Belfiore, 27 Firenze Toscana 50144 Italy"
Starwood Hotels & Resorts - Egypt,http://www.starwoodhotels.com,+20 33 77 33 88  (p) +20 33 77 17 30  (f),"EL REMAYA SQUARE, PYRAMIDS. PO. BOX 25 PYRAMIDS, GIZA. EGYPT GALAA SQUARE, P.O BOX 11, CAIRO 11511,EGYPT Cairo AFIO Egypt"
Starwood Hotels & Resorts - Milan,http://www.starwoodhotels.com/italy,+39 390263363635  (p) +39 390263363600  (f),"The Westin Palace, Sheraton Diana Majestic & Sheraton Milan Malpensa Airport Hotel & Conference Center Piazza della Repubblica 20 Milan Lombardia 20124 Italy"
"Starwood Hotels & Resorts - North America, New York Metro Market",http://www.starwoodhotels.com,+1 12128416526  (p) +1 12128416562  (f),c/o Sheraton New York Hotel 811 7th Avenue On 53rd Street NY New York New York 10019 United States
"Starwood Hotels & Resorts Mallorca, Spain",http://www.starwoodhotels.com,+34 971606136  (p),Calle Raixa 2. Palma de Mallorca 07013 Spain
Starwood Hotels & Resorts Munich,http://www.starwoodhotels.com,+49 89930016482  (p) +49 89930016870  (f),Englschalkinger Strasse 12 Munich 81925 Germany
Starwood Hotels & Resorts Worldwide,http://www.starwoodhotels.com/,+32 42233487  (p) +32 42233516  (f),Starwood EAME Services Company BVBA Rue Brederode 2-6 Brussels B-1000 Belgium
"Starwood Hotels - Central London, UK",,"",London London United Kingdom
Starwood Hotels - Costa Smeralda,http://www.destinationcostasmeralda.com ,+39 0789939415  (p) +39 0789939419  (f),Sardegna Resorts srl Casa il Ginepro 1/A Porto Cervo Sardegna 07021 Italy
Starwood Hotels - Maldives,,"",Maldives Maldives Maldives
Starwood Hotels - Northern Germany,http://www.starwoodhotels.com/corporate/support/contact/customer_care.html?country=DE,+49 496966331290  (p) +49 496966331277  (f),Frankfurt Lyoner Strasse 44-48 Frankfurt am Main Hessen 60528 Germany
Starwood Hotels - Southern Europe,http://www.starwoodhotels.com/,+356 99922563  (p),The Westin International Malta Dragonara Road St.Julians STJ 3143 Malta
STARWOOD HOTELS AND RESORTS MALAYSIA,http://www.starwoodhotels.com/corporate/investor.html,"",JALAN SULTAN ISMAIL KUALA LUMPUR Malaysia
Starwood Hotels Central & Eastern Europe,http://www.starwoodhotels.com,+43 431588909802  (p) +43 431588903801  (f),c/o Le Méridien Vienna Opernring 13-15 Vienna 1010 Austria
Starwood Hotels Of Paris,http://www.starwoodhotels.com/paris,+33 33144771043  (p),"The Westin Paris Vendome 3, Rue Du Castigllione Paris Ile-de-France 750001 France"
Starwood Hotels of Venice,/Controls/Exhibitors/Starwood Hotels of Venice,+39 0412961999  (p) +39 0412961500  (f),Starwood Hotels & Resorts Venice Venice Italy
Steigenberger Al Dau Beach Hotel,http://www.steigenberger.com,+20 653465400  (p),Yussif Afifi Road Hurghada Egypt
Steigenberger Cecil Hotel,http://www.steigenberger.com,+20 34877173  (p),"Alexandria 16, Saad Zaghloul Square Raml Station Alexandria Egypt"
Steigenberger Hotel Alcazar,,+20 2 38542020  (p),Nabq Bay Sharm El Sheikh Egypt
Steigenberger Hotel Business Bay Dubai,http://www.steigenberger.com,+971 3690000  (p),Al Abraj Street Dubai United Arab Emirates
Steigenberger Hotel El Tahrir,http://www.steigenberger.com,+20 2 3854 2020  (p),2 Kasr El Nil St. Cairo Egypt
Steigenberger Hotel Herrenhof Vienna,https://www.steigenberger.com/en/hotels/all-hotels/austria/vienna/steigenberger-hotel-herrenhof,+43 1 53404 160  (p),Herrengasse 10 Vienna 1010 Austria
Steigenberger Hotels AG,http://www.steigenberger.com,+971 44474972  (p) +971 123456789  (f),PO Box:112654 Dubai United Arab Emirates
Stella Di Mare Hotels & Resorts - Egypt,http://www.stelladimare.com,+20 202 25308373/74/75/76  (p) +20 202 25308379  (f),"Stella Compound, Plot 9, Northern Investors Area, Mohamed Naguib Axis, New Cairo Cairo Egypt"
Strand Hotel,http://www.rameehotels.com,+971 97126799000  (p) +971 97126799944  (f),Abu Dhabi abudhabi United Arab Emirates
"STRAWBERRY PARK RESORT, CAMERON HIGHLANDS",http://www.strawberryparkresorts.com ,"",Lot 195 & 196 Tanah Rata CAMERON HIGHLANDS PAHANG 39000 Malaysia
SUBA HOTEL ,http://www.subahoteldubai.com,+971 46030777  (p) +971 46030888  (f),"Dubai Al Rigga Road, Deira. Dubai 80666 United Arab Emirates"
Sultan Gardens Resort 5*,http://www.sultangardens.com,+20 693602130  (p) +20 693602141  (f),Sharks Bay Sharm El-Sheikh South Sinai 111 Egypt
Sun Island Bali Group,http://www.sunislandbali.com,+62 361761818  (p) +62 361750550  (f),"Jl. Kartika Plaza 88, Kuta Bali 80361 Indonesia"
Sun Ocean Pvt Ltd,http://www.sunoceanmaldives.com,+960 3329013  (p) +960 3329014  (f),"2A, H.Gaadhoo Building, Boduthakurufaanu magu Male' Maldives"
"Sun Series Travel Co.,Ltd.",http://www.sunseries.travel,"","919/375 Jewelry Trade Center, 30 Fl, Silom Road, Silom, Bangrak, Bangkok 10500 Bangkok Thailand"
Sun Siyam Resorts,http://www.sunsiyam.com,+960 3325977  (p) +960 3318273  (f),H. Maley-thila Meheli Goalhi Male 20012 Maldives
Sunhotels,http://www.sunhotels.com,+34 871955511  (p) +34 971425401  (f),Calle Calçat 6 Polígono Son Valentí Palma de Mallorca 07011 Spain
SunnyNur by VIP TRAVEL - ARMENIA,http://www.sunnynur.com ,+374 10500222  (p) +374 10502202  (f),40 Mashtots Avenue Yerevan 0002 Armenia
"Sunrise Kempinski Hotel, Beijing & Yanqi Island",http://www.kempinski.com,+86 1069618888  (p),"18, Jia, Yanshui Road, Yanqi Lake, Huairou District Beijing 101407 China"
SUNWAY LAGOON,http://sunwaylagoon.com,+60 603 5639 0182  (p) +60 603 5637 7031  (f),"3, Jalan PJS 11/11, Bandar Sunway, 47500 Selangor Darul Ehsan, SELANGOR Malaysia"
SUNWAY LOST WORLD OF TAMBUN,http://www.sunwaylostworldoftambun.com,+60 55428888  (p) +60 55428899  (f),"No1, Persiaran Lagun Sunway 1, Sunway City Ipoh, Perak Darul Ridzuan PERAK Ipoh 31150 Malaysia"
SUNWAY RESORT HOTEL & SPA,http://sunwayhotels.com ,+60 60374928000  (p) +60 60374928006  (f),Persiaran Lagoon Bandar Sunway SELANGOR DARUL EHSAN ASEAN 47500 Malaysia
Super Tours,http://www.supertours.eu,+385 20 322 062  (p) +385 20 612 165  (f),Dr. Ante Starcevica 45 Dubrovnik 20000 Croatia
Supertour DMC Poland,http://www.supertour-dmc-poland.pl/,+48 22 55 66 320  (p) +48 22 55 66 310  (f),Niemcewicza Street 26 Warsaw Masovia 02-306 Poland
Supreme Services Travel & Tourism,http://www.supreme-lb.com,+961 1241255  (p),"Dawra Highway St. jack center (Arab bank Bldg.), 5th Floor Beirut Lebanon"
Susesi Luxury Resort,http://www.susesihotel.com,+90 2427102400  (p) +90 2427153399  (f),Iskele Mevkii 07450 - Belek Antalya Antalya Turkey
Swagatam Tours Pvt Ltd,http://www.swagatam.com,+91 11254400009  (p) +91 1125444010  (f),"203 Swagatam Chamber 23 A Shivaji Marg Najafgarh Road, Moti Nagar New Delhi 110 015 India"
SWEDEN - Stockholm & Swedish Lapland,http://www.visitstockholm.com,+46 850828538  (p),PO Box 16282 Stockholm SE-103 25 Sweden
Swiss Diamond Hotel,http://www.swissdiamondhotel.ch,+41 41917350000  (p) +41 41917350209  (f),RIVA LAGO OLIVELLA Vico Morcote Ticino 6921 Switzerland
Swiss Diamond Hotel & Diopside Swiss Med&SPA,http://www.swissdiamondhotel.ch,+41 917350000  (p) +41 917350209  (f),RIVA LAGO OLIVELLA Vico Morcote Ticino 6921 Switzerland
Swiss International Air Lines,https://www.swiss.com/ch/en,"",P.O. Box 29322 Dubai United Arab Emirates
Swiss Luxury Apartments,http://www.swiss-luxury-apartments.ch,+41 41225961200  (p) +41 41225961201  (f),Rue Philippe Plantamour 6 Geneva Geneva 1201 Switzerland
Swiss-bel Hotel Seef Bahrain,http://www.swiss-belhotel.com/.../swiss-belhotel-seef-bahrain,+973 39486280  (p),Seef District Seef District Bahrain
Swiss-Belhotel Celik Palas,http://www.swiss-belhotel.com,+90 2242333800  (p) +90 2242361910  (f),"Çekirge Street, Number 79 PO Box 16070 Bursa Bursa Turkey"
Swiss-Belhotel Doha,http://www.swiss-belhotel.com,+974 44078554  (p) +974 44078800  (f),P.O. Box 17522 Jabr Bin Mohamed Street Old Salata Doha Qatar
Swiss-Belhotel International,http://www.swiss-belhotel.com,+62 361 4727180  (p) +62 361 4727183  (f),"Blugreen Boutique Office, Tower C-D, 2nd Floor Jl. Lingkar Luar Barat Kav. 88 Puri Kembangan, Kembangan Utara West Jakarta South East Asia 11610 Indonesia"
Swiss-Belhotel International,http://www.swiss-belhotel.com,+971 44036750  (p) +971 43218683  (f),P. O. Box 181723 30th floor Burlington Tower Business Bay Dubai United Arab Emirates
Swiss-Belhotel Plaza ,http://www.swiss-belhotel.com/,+965 22436686  (p) +965 2242 8169  (f),Fahed Salem Street Kuwait City Kuwait
Swiss-Belhotel Plaza Kuwait ,http://www.swiss-belhotel.com,+965 22436686  (p) +965 22428169  (f),"Fahad Al-Salem Street P.O.Box 4450, Safat-13045 Kuwait Kuwait"
Swiss-Belhotel Seef Bahrain ,http://www.swiss-belhotel.com,+973 66310000  (p) +973 66310060  (f),Building 1012 Road 2813 Block 0428 Al Seef P.O. Box 5305 Kingdom of Bahrain Seef Bahrain
Swiss-Belhotel Sharjah,http://www.swiss-belhotel.com,+971 65637777  (p) +971 65635000  (f),Swiss-Belhotel Sharjah P.O. Box 5734 Sharjah Sharjah United Arab Emirates
SWISS-GARDEN INTERNATIONAL,http://www.swissgarden.com/,+60 603 - 2785 1111  (p) +60 603 - 2141 5555  (f),SWISS-GARDEN RESIDENCES KUALA LUMPUR Malaysia
Swissminiatur,http://www.swissminiatur.ch,+41 797815043  (p),Via Cantonale Melide Ticino 6815 Switzerland
"Swissotel Buyuk Efes, Izmir",http://www.swissotel.com/izmir,+90 232 414 0000  (p) +90 232 414 1010  (f),Gaziosmanpasa Bulvari No: 1 Alsancak Izmir 35210 Turkey
Swisstel Makkah,http://www.swissotel.com/hotels/makkah/,+971 966125715718000  (p),Makkah Makkah Dubai United Arab Emirates
Swissôtel Resort Bodrum Beach,http://www.swissotel.com/about-swissotel/,"",Turgutreis Mah. Gazi Mustafa Kemal Bulvarı No 42 48400 Bodrum Bodrum Turkey
"Swissôtel The Bosphorus, Istanbul",http://www.swissotel.com/istanbul,+90 3261100  (p) +90 3262905  (f),Visnezade Mah. Acisu Sokak No:19 Macka Istanbul 34357 Turkey
Switzerland Tourism,http://www.myswitzerland.com,+971 44334355  (p),Switzerland Tourism Jumeirah Lake Towers Swiss Towers Dubai 309059 United Arab Emirates
Switzerland Tourism / Hotels recommended by Switzerland Tourism,http://www.myswitzerland.com/besthotels,+41 44 288 13 33  (p),Tödistrasse 7 Zürich Switzerland
Switzerland Travel Center (STC),http://www.stc.ch,"",Binzstrasse 38 Zürich Switzerland
Symphony Style Hotel Kuwait,http://wassim.tarabay@symphonystylehotel.com,"",Symphony Complex Kuwait Kuwait
"Symphony Style Hotel, Kuwait",http://www.quorvuscollection.com/symphony-style-hotel/contact,+965 +965 2577 0000  (p) +965 +965 2577 0001  (f),Symphony Complex Arabian Gulf Street Kuwait City Kuwait
T.R. North Anatolian Development Agency (KUZKA),http://www.kuzka.gov.tr,+90 3662125852  (p),Cebrail Mh. Saray Sk. No. 1 Kastamonu 37200 Turkey
T.R.I.P.S. Travel,http://www.tripstravel-phil.com/,+63 28114163  (p) +63 28114013  (f),"Unit 217-B Atrium Bldg., Urdaneta Village Makati City Philippines"
Taiwan Tourism Bureau,http://www.taiwan.net.tw,+65 +886-2-2349-1500  (p),30 Raffles Place Chevron House #10-01 Singapore 048622 Singapore
Taiwan Tourism Bureau,,"",30 Raffles Place #10-01 Chevron House Singapore 048622 Singapore
Taj Hotels Resorts and Palaces,http://www.tajhotels.com,+971 43900444  (p),"Global Sales Office - Middle East - Taj Hotels Office G 51, Building 17 Dubai Internet City Dubai United Arab Emirates"
tajawal.com,https://www.tajawal.com,"","Office G6, Street 4 Al Quoz 3 Dubai United Arab Emirates"
TAMANI Marina Hotel and Hotel Apartment ,http://www.Tamanimarina.ae ,+971 4 318 3888  (p) +971 4 318 3889  (f),"Dubai Marina, Al Sufouh Road Dubai United Arab Emirates"
Tamarind Global,http://www.tamarindglobal.com,+91 2266802500  (p) +91 2267102876  (f),"6th Floor, Oracle Point 3 Gurunanak Road Bandra (West) Mumbai 400050 India"
Tamrich Tours (PTY) Ltd,http://www.tamrichtours.com,+27 11 431 1000  (p) +27 11 678 7376  (f),Beyers Naude Drive Johannesburg 2195 South Africa
Tango Arjaan by Rotana,https://www.rotana.com/arjaanhotelapartments/turkey/istanbul/tangoarjaanbyrotana					,+90 2165007777  (p) +90 2165007778  (f),Altaycesme Mah. Samanyolu Sok 34843 Istanbul Turkey
"TANJUNG RHU RESORT, LANGKAWI",http://www.tanjungrhu.com.my/,+60 604-959-1033  (p) +60 604-959-1899  (f),PULAU LANGKAWI KEDAH Malaysia
Tauern Spa Premium Alpinresort Zell am See - Kaprun,http://www.tauernspakaprun.com,+43 654720403135  (p) +43 654720409905  (f),Tauern Spa Platz 1 Kaprun Salzburg Region 5710 Austria
Tauern Spa Premium Alpinresort Zell am See - Kaprun,http://www.tauernspakaprun.com,+43 654720403135  (p) +43 654720409905  (f),Tauern Spa Platz 1 Kaprun Salzburg Region 5710 Austria
TBO Holidays ,http://www.techmaster.in,+971 44357520  (p) +971 44357520  (f),"2408, Liwa Heights Jumeirah Lake Towers Dubai 34544 United Arab Emirates"
TCA - Travel Connections Arabia,http://www.tca.me,+971 44439554  (p),"Office 1401, JBC 5 JLT Dubai -- Non U.S. -- 488173 United Arab Emirates"
TDK TRAVEL & TOURS,https://tdktravelkul.wordpress.com/,+60 341491790  (p) +60 341493790  (f),RAMPAI TOWN CENTRE 35-2 Jin Rampai Niaga 5 KUALA LUMPUR 53300 Malaysia
Tea Board of India,http://www.indiateaarabia.com,+971 3522612/613  (p) +971 3522615  (f),Consulate General of India Al Hamriya Diplomatic Enclave DUBAI - 737 United Arab Emirates
Team America Receptive Tour Operator,http://www.teamamericany.com,"",33 West 46th Street New York New York 10036 United States
Techmaster,http://www.travelforcelive.com,+91 9958372226  (p),"Plot 728 , Udyog Vihar , Phase V - Gurgaon , Haryana Gurgaon India"
Techno Sign & Exhibition Samaya Holding,http://www.technose.net,+966 112778877  (p) +966 112408777  (f),"P. O. Box 66294, Riyadh 11576 Riyadh Ar Riyad 11576 Saudi Arabia"
TECNICA INCOMING ,http://www.tecnicaincentives.com/,+34 952214439  (p) +34 952602552  (f),"Calle Granados 6, 2ºA Malaga Malaga 29008 Spain"
Telal Resort,http://www.telalresort.ae,+971 37020000  (p) +971 37020300  (f),Abu Dhabi Al Ain United Arab Emirates
Telfoni Ltd,http://www.telfoni.com,+44 7848363333  (p),2-3 Herriard Park Basingstoke United Kingdom
TENERIFE SELECT,http://www.webtenerife.com/exclusivity,+34 922237521  (p),TURISMO DE TENERIFE AVENIDA DE LA CONSITUCION 12 SANTA CRUZ DE TENERIFE CANARY ISLANDS 38005 Spain
Terme Čatež Spa,http://www.terme-catez.si/en/,+386 74936700  (p) +386 76207805  (f),Terme Čatež Spa Topliska 35 Čatež 8251 Slovenia
Terranea Resort,http://www.terranea.com/,+1 8665473066  (p),100 Terranea Way Ranchos Palos Verdes CA 90275 United States
Tes Travel and Tours,http://www.testravelandtours.com/home,+960 3309970  (p) +960 3309970  (f),"G.Raiybageechaage, Ground Flr Husnuheena Magu Male' Maldives"
Test ATM 2,,"",""
test sharer,,"",test Antigua and Barbuda
Texas Holiday Travel,http://www.texasholidaytravel.com/,"",4123 Cedar Springs #5155 Dallas Texas 75219 United States
Thai Airways,http://www.thaiairways.com,"","No.1,Bu Haleeba Plaza, Al-Muraqqabat Rd., Deira P.O.Box13142, Dubai,U.A.E. Dubai United Arab Emirates"
Thavorn Hotels and Resorts,http://www.thavornhotels.com/,+66 (0)2-305 6859  (p) +66 (0)2-256 9900  (f),"311 Patak Rd., Karon Beach Amphur Muang Phuket 83100 Thailand Phuket Thailand"
THE ADDRESS HOTELS + RESORTS,http://www.theaddress.com/,+971 43673455  (p),"Emaar Square Building 3, Level 2 Downtown Dubai Dubai United Arab Emirates"
The Ajman Palace,http://www.theajmanpalace.com,+971 67018888  (p) +971 67018899  (f),Sheikh Humaid Bin Rashid Al Nuaimi Street P.O. Box Ajman 7176 United Arab Emirates
THE AJMAN PALACE HOTEL,https://www.hmhhotelgroup.com/theajmanpalace,+971 6 701 8888  (p) +971 6 701 8899  (f),Sheikh Humaid Bin Rashid Al Nuaimi Street PO Box 7176 Ajman United Arab Emirates
The Ascott Limited,http://www.the-ascott.com,+971 43266643  (p) +971 43864418  (f),"701, Ascott International Management Dubai Park Place Tower Dubai 333497 United Arab Emirates"
"The ASHLEE Hotels, Patong Phuket",http://www.theashleeplazapatong.com/ ,+66 76 358 100  (p) +66 76 358 199  (f),"34/50-57 Prachanukhro Rd., Patong Kathu Phuket, Thailand Phuket 83150 Thailand"
The Avenue a Murwab Hotel,http://www.avenuedoha.com,+974 40428222  (p) +974 40428223  (f),"PO Box 6036 43 Jawaan St., Al Sadd District Doha Qatar"
"The Balmoral, Edinburgh",https://www.roccofortehotels.com/hotels-and-resorts/the-balmoral-hotel/,+44 131 556 2414  (p),"1 Princes Street, Edinburgh, EH2 2EQ Edinburgh United Kingdom"
The Bellevue Hotels and Resorts,,+63 27718181  (p) +63 27718282  (f),North Bridgeway Filinvest Corporate City Alabang Muntinlupa 1781 Philippines
The Boulevard Arjaan by Rotana  ,https://www.rotana.com/arjaanhotelapartments/jordan/amman/theboulevardarjaanbyrotana,+962 65204444  (p) +962 65204555  (f),The Boulevard Rafiq Al Hariri Avenue Abdali Area - 11190 Amman Jordan
The Boulevard Arjaan Hotel by Rotana ,http://www.rotana.com,+962 6 5204444  (p) +962 6 5204555  (f),"Amman - Shmaisani P.O. Box 926495 Amman 11190, Jordan Jordan Amman Middle East 20796 Amma Jordan"
The Carlson Rezidor Hotel Group,,"",Avenue du Bourget 44 Brussles Belgium
The Carlson Rezidor Hotel Group,http://www.carlsonrezidor.com,+971 43900070  (p) +971 43908171  (f),"Area Support Office Sheikh Zayed Road, Dubai Media City 1305 A, 13th Floor, Business Central Towers A, PO Box 72331 Dubai United Arab Emirates"
The Carlson Rezidor Hotel Group,http://www.carlsonrezidor.com,"",Business Ctr. Nikoskaya Plaza-3rd 10 Moscow Russian Federation
The Carlson Rezidor Hotel Group,,"",Radisson Blu Hotel Manchester Airport Chicago Avenue Manchester United Kingdom
The Carlson Rezidor Hotel Group,,"",Amager Strandvej 60-64 Copenhagen Denmark
The Carlson Rezidor Hotel Group,http://www.carlsonrezidor.com,"","Business Central Towers, Media City Dubai United Arab Emirates"
"The Charles Hotel, Munich",https://www.roccofortehotels.com/hotels-and-resorts/the-charles-hotel/,+49 89 544 5550  (p),"Sophienstrasse 28, 80333 Munich Munich Germany"
The Charm Resort Phuket,http://www.thecharmresortphuket.com/,"","212 Taweewong Road, Patong, Kathu, Phuket Thailand 83150 Phuket Thailand"
The Chedi Muscat,http://www.GHMhotels.com,+968 24 52 44 00  (p) +968 24 49 34 85  (f),P.O. Box 964 18th November Street Al Khuwair Muscat 133 Oman
The Collection by Liz McGrath,http://www.collectionmcgrath.com/,+27 21 794 2137  (p),93 Brommersvlei Road Constantia Cape Town Western Cape 7848 South Africa
The Cove Rotana Resort,https://www.rotana.com/rotanahotelandresorts/unitedarabemirates/rasalkhaimah/thecoverotanaresort,+971 72066000  (p) +971 72066200  (f),Ras Al Khaimah Ras Al Khaimah 34429 United Arab Emirates
The Cove Rotana Resort,http://www.rotana.com/property-31.htm,+971 97172066000  (p) +971 97172066200  (f),Ras Al Khaimah Ras Al Khaimah 34429 United Arab Emirates
"THE DANNA LANGKAWI / MERITUS PELANGI BEACH RESORT & SPA, LANGKAWI / HOTEL ISTANA KUALA LUMPUR",http://www.thedanna.com/,+60 4 959 3288  (p),"Telaga Harbour Park, Pantai Kok Langkawi Malaysia"
THE DATAI LANGKAWI,http://www.thedatai.com ,+60 4 9500500  (p) +60 4 9500600  (f),Jalan Teluk Datai Langkawi Kedah 07000 Malaysia
"The Diplomat Radisson Blu Hotel, Residence & Spa",https://www.radissonblu.com/en/diplomathotel-bahrain,+973 17 531666  (p) +973 17531633  (f),"Diplomatic Area, PO Box 5243 Manama Bahrain"
The Domain Hotel & Spa,http://www.thedomainhotels.com/,+973 39301166  (p),"Building 365, Block 317, Road 1705, Diplomatic Area Manama Bahrain"
THE FEDERAL KUALA LUMPUR,http://www.federal.com.my,+60 3 21489166  (p) +60 3 21482877  (f),"35, JALAN BUKIT BINTANG KUALA LUMPUR 55100 Malaysia"
The Fontenay Hotel Hamburg,http://www.thefontenay.de/en/,+49 4060566050  (p) +49 406056605888  (f),Badestrasse 24 Hamburg 20148 Germany
"The Garden Hotel Company Ltd., Guangzhou",,+86 2083338989  (p) +86 2083324534  (f),368 Huanshi Dong Lu Guangzhou Guangdong 510064 China
The Gray,http://www.sinahotels.com,+39 027208951  (p) +39 02866526  (f),"Via San Raffaele, 6 Milan 20121 Italy"
The H Dubai,http://www.H-hotel.com,+971 4 501 8888  (p) +971 4 501 8899  (f),"No. 1 Sheikh Zayed Road, PO Box, 125511 Dubai United Arab Emirates"
"The H Resort, Beau Vallon Beach",http://www.h-hotel.com/seychelles/en,+248 4387000  (p),"The H Resort Beau Vallon Beach Bel Ombre PO Box 1626, Mahe, Seychelles Mahe Seychelles"
The Heart of Europe,http://www.thoe.com ,+971 48181481  (p) +971 48135431  (f),Arenco Tower 20th floor Dubai Media City Dubai United Arab Emirates
The Hertz Corporation,http://www.hertz.com,+1 (800) 654-4173  (p),999 Vanderbilt Beach Rd # 501 34108-3509 Naples Florida 34108-350 United States
The Hotel Brussels,http://www.thehotel.be,+32 5041111  (p) +32 5043350  (f),Boulevard de Waterloo 38 Brussels 1000 Belgium
The K Hotel Bahrain ,http://www.thekhotel.com,+973 17360000  (p),Bldg 1497 Road 2425 Block 324 Al fateh juffair Manama 1412 Bahrain
The KEE Resort & Spa Patong Phuket,http://www.thekeeresort.com,+66 76335888  (p) +66 76335808  (f),152/1 Thaveewong Patong Phuket 83150 Phuket Thailand
The Landmark Bangkok,,+66 2 2540404  (p) +66 2 2534259  (f),138 Sukhumvit Road Bangkok 10110 Thailand
The Leela Palaces Hotels & Resorts ,http://www.theleela.com,+91 9122 66911234  (p) +91 9122 66911455  (f),"The Leela Palaces, Hotels & Resorts The Lela Mumbai, Sahar Mumbai NA 400059 India"
The Little Nell,https://www.thelittlenell.com/the-hotel,+1 (855) 920-4600  (p),675 E. Durant Ave Apsen Colorado 81611 United States
The Little Nell Hotel,https://www.thelittlenell.com/the-hotel,+1 (855) 920-4600  (p),675 East Durant Avenue Aspen Colorado 81611 United States
The London EDITION,http://www.editionhotels.com/london ,+44 207 781 0000  (p) +44 207 781 0100  (f),10 Berners Street London W1T 3NP United Kingdom
THE MALL LUXURY OUTLETS,http://www.themall.it,+39 3669720914  (p),Via Europa 8 LECCIO REGGELLO Florence Toscana 50066 Italy
The Manila Hotel,http://www.manila.hotel.com.ph,+63 25270011  (p) +63 25278804  (f),1 Rizal Park Manila NCR 0913 Philippines
"The Marmara Hotels, NYC",http://marmaranyc.com,+1 2122313409  (p),114 E 32 St New York New York 10016 United States
The May Fair Hotel London,http://www.themayfair.co.uk,+44 (0)20 7769 8200  (p) +44 2074930244  (f),Stratton Street London England W1J 8LT United Kingdom
The Ministry of Tourism of the Republic of Indonesia,http://www.indonesia.travel,+62 213838250  (p) +62 213867600  (f),"JL. Medan Merdeka Barat No 17 Sapta Pesona Building, 9 Floor Jakarta 10110 Indonesia"
The Naka Phuket,http://www.thenakaphuket.com,+66 337999  (p) +66 337990  (f),"S.T.P Group Management Co.,Ltd. 1/18, 1/20, Moo 6, Kamala, Phuket Southern 83150 Thailand"
"The Nile Ritz-Carlton, Cairo",http://www.ritzcarlton.com,+20 2025778899  (p) +20 2025780475  (f),"1113 Cornich El Nil, Cairo - Egypt Cairo Egypt"
The Oberoi Group ,http://www.oberoihotels.com,+971 44441444  (p),"The Oberoi Centre, Business Bay PO Box 71847 Dubai United Arab Emirates"
The Peninsula Manila,http://manila.peninsula.com/,+63 28123456  (p) +63 28172999  (f),Ayala corner Makati Avenue Makati City 1226 Philippines
The Peninsula Paris,http://peninsula.com/paris,+33 1 5812 2888  (p) +33 1 5812 2999  (f),19 Avenue Kléber Paris 75116 France
The Place Aparthotel,http://www.theplaceaparthotel.com ,+44 1617787500  (p),Ducie Street Manchester Greater Manchester M1 2TP United Kingdom
"The Plaza, A Fairmont Managed Hotel",http://www.fairmont.com/theplaza,+1 212 547 5247  (p),"768 Fifth Avenue New York, New York New York 10019 United States"
